Extension,Popularity
.wdx,Medium
.weavelibrary,Low
.web,Very High
.weba,Medium
.weballowblocklist,High
.webarchive,High
.webbookmark,Low
.webhistory,Low
.webinfo,Low
.webloc,Low
.webm,Very High
.webp,Very High
.webpart,Medium
.webpnp,Very High
.website,Very High
.webtemplate,Low
.webtest,High
.webtestresult,Medium
.webtheme,Low
.wed,Low
.weddingdashsavedgame,Low
.wenlin,Low
.wenlinbin,Low
.wenlindb,Low
.wenlinfc,Low
.wenlinfx,Low
.wenlintree,Low
.wer,Low
.we_,Low
.wf,Low
.wfc,Low
.wff,Low
.wfm,Low
.wfo,Low
.wfw,Low
.wfx,Medium
.wgq,Low
.wgs,Low
.wgt,Very High
.wgz,High
.wh,Low
.wheeloffortune2savedgame,Low
.whs,Low
.wht,Very High
.whtt,High
.whx,Low
.wibucmrac,Low
.wibucmram,Low
.wibucmrau,Low
.wibupdf,Low
.wic,Low
.wicsavegame,Low
.wid,Low
.wif,Low
.wig,Low
.wii,Low
.wiki,Low
.wil,Medium
.wim,Very High
.wim2,Low
.win,Very High
.win32,Low
.windowslivesynclibrary,Medium
.windowslivesyncoverlayadded,Medium
.windowslivesyncoverlaychanged,Medium
.windowslivesyncoverlaydeleted,Medium
.windsproskin,Low
.wings,Low
.winmerge,Very High
.wip,Low
.wiq,Very High
.wit,Medium
.wixlib,Low
.wixobj,Low
.wixpdb,Low
.wixproj,Low
.wiz,Very High
.wizardlandsavedgame,Low
.wizhtml,Very High
.wj3,Low
.wjf,High
.wjr,Low
.wk1,Low
.wk2,Low
.wk3,Low
.wkp,Low
.wks,High
.wksp,Low
.wky,Low
.wk_,Low
.wl,Low
.wlc,Low
.wlcshrtctv2,Very High
.wlg,High
.wll,Very High
.wlm,Low
.wlmp,High
.wlp,Low
.wlpginstall,Very High
.wlpginstall3,Very High
.wls,Low
.wlt,Low
.wlua,Low
.wlx,Medium
.wlx64,Low
.wlz,Very High
.wm,Very High
.wma,Very High
.wmb2,Low
.wmd,Very High
.wmdb,Very High
.wmf,Very High
.wml,Low
.wmp,Very High
.wms,Very High
.wmt,Low
.wmv,Very High
.wmx,Very High
.wmz,Very High
.wm_,Low
.wnd,Low
.wnk,Low
.wnt,Low
.word,Low
.wordlist,Low
.work,Low
.workbook,Low
.workflow,Low
.workspace,Medium
.worldofgoosavedgame,Low
.wot,Low
.wotmod,Low
.wotreplay,Low
.wow,Low
.wp,High
.wp2,Low
.wp3,Low
.wp7,Low
.wpa,Very High
.wpapk,Low
.wpb,Low
.wpc,Very High
.wpd,Very High
.wpe,Low
.wpf,Low
.wpg,High
.wpj,High
.wpl,Very High
.wpost,Very High
.wpp,Medium
.wpr,Low
.wprj,Low
.wproj,Low
.wps,Very High
.wpso,Low
.wpss,Low
.wpsx,Low
.wpt,High
.wptx,Low
.wpx,Low
.wpz,Very High
.wp_,Low
.wqc,Low
.wrap,Low
.wrc,Low
.wrf,Low
.wri,Very High
.writer,Low
.wrk,Very High
.wrl,Low
.wrlk,Low
.wrs,Low
.wrz,Low
.ws,Low
.ws1,Low
.ws2,Low
.ws3,Low
.ws4,Low
.ws5,Low
.ws6,Low
.ws7,Low
.ws8,Low
.ws9,Low
.wsa,Medium
.wsb,Medium
.wsc,Very High
.wscx,Low
.wsc_aq,Low
.wsd,Low
.wsdl,Very High
.wse,Low
.wsf,Very High
.wsf_aq,Low
.wsh,Very High
.wsh_aq,Low
.wsi,Low
.wskn,Low
.wsl,Low
.wsp,High
.wsq,Low
.wsr,Low
.wsrmac,Low
.wss,Low
.wssx,Low
.wst,Low
.wsv,Low
.wsvs,Low
.wsxz,Low
.wsz,Very High
.ws_,Low
.wt4,Low
.wtf,Low
.wtfav,Low
.wtl,Low
.wtml,Low
.wtpl,Low
.wtq,Low
.wtt,Low
.wtv,Very High
.wtx,Very High
.wv,Very High
.wvc,Low
.wve,Very High
.wvl,Low
.wvs,Low
.wvx,Very High
.wwd,Low
.wwf,Low
.wwi,Low
.wwls,Low
.wwtfig,Low
.wwtl,Low
.wwu,Low
.wx,Low
.wxi,Low
.wxl,Low
.wxp,Low
.wxpr,Low
.wxs,Low
.wzcloud,Low
.wzconfig,High
.wzg,Low
.wzmul,High
.wzsul,Low
.wztheme,High
.x,Medium
.x-ape,Low
.x-divx,Low
.x-ms-wma,Low
.x-ms-wmv,Low
.x-musepack,Low
.x01,Low
.x02,Low
.x03,Low
.x04,Low
.x05,Low
.x06,Low
.x07,Low
.x08,Low
.x09,Low
.x1,Low
.x10,Low
.x11,Low
.x13,Low
.x1i,Low
.x1s,Low
.x1z,Low
.x264,Low
.x265,Low
.x2fnd,Low
.x32,Low
.x36,Low
.x3d,Low
.x3f,Very High
.xa,Very High
.xa2,Low
.xa30,Low
.xadd,Low
.xaf,Low
.xaml,Very High
.xamlx,Very High
.xap,Medium
.xapk,Medium
.xar,Very High
.xas,Low
.xba,Very High
.xbap,Very High
.xbe,Low
.xbel,Low
.xbin,Low
.xbk,Low
.xbl,Low
.xbm,Very High
.xbms,Low
.xbp,Low
.xbpkg,Low
.xbrl,Low
.xbx,Medium
.xc,Low
.xces,Low
.xcesession,Low
.xcf,Very High
.xcfbz2,Low
.xcfgz,Low
.xch,Low
.xchange,Low
.xclp,Low
.xclpack,Low
.xcpad,Low
.xcr,Low
.xcs,Very High
.xct,Low
.xcu,Very High
.xcvault,Low
.xda,Low
.xdi,Low
.xdl,Very High
.xdp,Very High
.xdr,Very High
.xd_,Low
.xef,Low
.xej,Medium
.xel,High
.xen,Medium
.xensearch,Low
.xesc,Very High
.xevgenxml,Very High
.xex,Low
.xfc,Low
.xfd,Low
.xfdf,Very High
.xfl,High
.xfm,Medium
.xfsf,Low
.xfz,Low
.xg0,Low
.xg1,Low
.xg2,Low
.xg3,Low
.xg4,Low
.xg5,Low
.xg6,Low
.xg7,Low
.xg8,Low
.xg9,Low
.xgd,Low
.xgml,Low
.xgs,Medium
.xgz,Low
.xhd,Low
.xht,Very High
.xhtm,Very High
.xhtml,Very High
.xi,Very High
.xib,Low
.xic,Low
.xif,High
.ximg,Low
.xip,Low
.xiso,Medium
.xjf,Low
.xjt,Low
.xjylzga,Low
.xla,Very High
.xlam,Very High
.xlaunch,Low
.xlb,Very High
.xlc,Very High
.xld,Very High
.xlf,Low
.xlg,High
.xlk,Very High
.xlkf,Low
.xll,Very High
.xlm,Very High
.xlmv,Low
.xlp,Low
.xlr,Medium
.xls,Very High
.xlsb,Very High
.xlsbenx,Low
.xlse,Low
.xlsenx,Low
.xlshtml,Very High
.xlsl,Low
.xlsm,Very High
.xlsmenx,Low
.xlsmhtml,Very High
.xlsx,Very High
.xlsxe,Low
.xlsxenx,Low
.xlsxl,Low
.xls_aq,Low
.xlt,Very High
.xltbcd,Low
.xltbsession,Low
.xlthtml,Very High
.xltm,Very High
.xltx,Very High
.xlv,Very High
.xlw,Very High
.xlxml,Very High
.xl_,Low
.xm,Very High
.xma,Low
.xmap,Low
.xmbclp,Low
.xmbcs,Low
.xmbl,Low
.xmcd,Low
.xmcdz,Low
.xmcf,Low
.xmct,Low
.xmd,Low
.xmdeck,Low
.xmdeckt,Low
.xmf,Low
.xmfd,Low
.xmfg,Low
.xmi,Low
.xmind,Low
.xml,Very High
.xmla,Medium
.xmlo,Low
.xmltv,Low
.xmm,Low
.xmmap,Low
.xmmas,Low
.xmmat,Low
.xmmmp,Low
.xmn,Low
.xmp,Very High
.xmpdata,Low
.xmsc,Low
.xmss,Low
.xmt,Low
.xmta,High
.xmtb,Low
.xmt_bin,Low
.xmt_txt,Low
.xmu,Low
.xmv,Low
.xmx,High
.xmz,Very High
.xm_,Low
.xnb,Low
.xnk,High
.xnote,Low
.xnp,Low
.xnt,Low
.xof,Low
.xoml,Very High
.xowa,Low
.xp,Low
.xpaddercontroller,Low
.xpadderlanguage,Low
.xpadderprofile,Low
.xpb,Low
.xpb2,Low
.xpcm,Low
.xpd,Low
.xpf,Low
.xpgroup,Low
.xpi,Very High
.xpj,Low
.xpk,Low
.xpl,High
.xplain,Low
.xpm,Very High
.xpp,Very High
.xppl,Low
.xpr,Medium
.xpr64,Low
.xproj,Low
.xps,Very High
.xpse,Low
.xpt,Low
.xptheme,Low
.xpxg,Low
.xq,Low
.xql,Low
.xqm,Low
.xqr,Low
.xqt,Low
.xquery,Low
.xqy,Low
.xr2,Low
.xr21,Low
.xrb,Low
.xrc,Low
.xrf,Low
.xrm-ms,Very High
.xrns,Low
.xrs,Low
.xsb,High
.xsc,Very High
.xscscpt,Low
.xsd,Very High
.xsdif,Low
.xsf,Very High
.xsl,Very High
.xslic,Low
.xslt,Very High
.xsml,Low
.xsn,Very High
.xso,Low
.xsoem,Low
.xspf,Very High
.xsprl,Low
.xsprla,Low
.xss,Very High
.xst,Very High
.xsupdate,Low
.xsx,Low
.xsym,Low
.xs_,Low
.xtabs,Low
.xtc,Low
.xtg,Low
.xthemepkg,Low
.xtodvd,Medium
.xtp,Very High
.xtp2,Very High
.xtreme,Low
.xts,Low
.xtu,Low
.xul,Medium
.xus,Low
.xv,Low
.xva,Low
.xvas,Low
.xvc,Low
.xvid,Very High
.xvl,Low
.xvm,High
.xvmconf,Low
.xvz,Medium
.xwav,Low
.xwb,Medium
.xwc,Low
.xwd,High
.xweb3asax,Low
.xweb3asmx,Low
.xweb3bot,Low
.xweb3config,Low
.xweb3css,Low
.xweb3doclib,Low
.xweb3edited,Low
.xweb3homeop,Low
.xweb3homepg,Low
.xweb3htm,Low
.xweb3html,Low
.xweb3htt,Low
.xweb3js,Low
.xweb3linkbar,Low
.xweb3list,Low
.xweb3listdata,Low
.xweb3master,Low
.xweb3nav,Low
.xweb3nopub,Low
.xweb3open,Low
.xweb3piclib,Low
.xweb3resx,Low
.xweb3shtm,Low
.xweb3shtml,Low
.xweb3sitemap,Low
.xweb3skin,Low
.xweb3stm,Low
.xweb3survey,Low
.xweb3theme,Low
.xweb3txt,Low
.xweb3unknown,Low
.xweb3web,Low
.xweb3wfdoclib,Low
.xweb3xml,Low
.xweb3xoml,Low
.xweb3xsl,Low
.xweb3xslt,Low
.xweb4asax,Low
.xweb4asmx,Low
.xweb4bot,Low
.xweb4config,Low
.xweb4css,Low
.xweb4doclib,Low
.xweb4edited,Low
.xweb4homeop,Low
.xweb4homepg,Low
.xweb4htm,Low
.xweb4html,Low
.xweb4htt,Low
.xweb4js,Low
.xweb4linkbar,Low
.xweb4list,Low
.xweb4listdata,Low
.xweb4master,Low
.xweb4nav,Low
.xweb4nopub,Low
.xweb4open,Low
.xweb4piclib,Low
.xweb4resx,Low
.xweb4shtm,Low
.xweb4shtml,Low
.xweb4sitemap,Low
.xweb4skin,Low
.xweb4stm,Low
.xweb4survey,Low
.xweb4txt,Low
.xweb4unknown,Low
.xweb4web,Low
.xweb4wfdoclib,Low
.xweb4xml,Low
.xweb4xoml,Low
.xweb4xsl,Low
.xweb4xslt,Low
.xwidgetpkg,Low
.xwl,Low
.xwma,Low
.xwp,Low
.xwt,Low
.xwz,Low
.xx,Low
.xxe,Very High
.xxe_addon,Low
.xxe_gui,Low
.xxh,Low
.xxh3,Low
.xxh32,Low
.xxh64,Low
.xxt,Low
.xxx,Low
.xyz,Low
.xz,Very High
.xzp,Low
.x_b,Low
.x_t,Low
.y,Low
.y01,Low
.y02,Low
.y03,Low
.y04,Low
.y05,Low
.y06,Low
.y07,Low
.y08,Low
.y09,Low
.y4m,Low
.yadisktrash,Low
.yahtzeesavedgame,Low
.yaml,Low
.yar,Low
.ybm,Low
.ydsp,Low
.yenc,Low
.yg0,Low
.yg1,Low
.yg2,Low
.yg3,Low
.yg4,Low
.yg5,Low
.yg6,Low
.yg7,Low
.yg8,Low
.yg9,Low
.ygf,Low
.ym,Low
.ymf,Low
.ymg,Very High
.yml,Low
.ync,Low
.yop,Low
.youdajewelshopsavedgame,Low
.youtubenow,Low
.ypc,Low
.yps,Very High
.yt,Low
.yuv,Low
.yw5,Low
.yxy,Low
.yz1,Low
.z,Very High
.z0,Low
.z01,Low
.z02,Low
.z03,Low
.z04,Low
.z05,Low
.z06,Low
.z07,Low
.z08,Low
.z09,Low
.z1,Low
.z10,Low
.z11,Low
.z12,Low
.z13,Low
.z14,Low
.z15,Low
.z16,Low
.z17,Low
.z18,Low
.z19,Low
.z2,Low
.z20,Low
.z21,Low
.z22,Low
.z23,Low
.z24,Low
.z25,Low
.z26,Low
.z27,Low
.z28,Low
.z29,Low
.z2f,Low
.z2s,Low
.z3,Low
.z30,Low
.z31,Low
.z32,Low
.z33,Low
.z34,Low
.z35,Low
.z36,Low
.z37,Low
.z38,Low
.z39,Low
.z3d,Low
.z4,Low
.z40,Low
.z41,Low
.z42,Low
.z43,Low
.z44,Low
.z45,Low
.z46,Low
.z47,Low
.z48,Low
.z49,Low
.z5,Low
.z50,Low
.z51,Low
.z52,Low
.z53,Low
.z54,Low
.z55,Low
.z56,Low
.z57,Low
.z58,Low
.z59,Low
.z6,Low
.z60,Low
.z61,Low
.z62,Low
.z63,Low
.z64,Low
.z65,Low
.z66,Low
.z67,Low
.z68,Low
.z69,Low
.z7,Low
.z70,Low
.z71,Low
.z72,Low
.z73,Low
.z74,Low
.z75,Low
.z76,Low
.z77,Low
.z78,Low
.z79,Low
.z7d,Low
.z8,Low
.z80,Low
.z81,Low
.z82,Low
.z83,Low
.z84,Low
.z85,Low
.z86,Low
.z87,Low
.z88,Low
.z89,Low
.z90,Low
.z91,Low
.z92,Low
.z93,Low
.z94,Low
.z95,Low
.z96,Low
.z97,Low
.z98,Low
.z99,Low
.za,Low
.zab,Low
.zabw,Medium
.zad,Low
.zam,Low
.zap,Very High
.zapc,Low
.zat,Low
.zblorb,Low
.zbp,Low
.zbr,Low
.zcast,Low
.zcpml,Low
.zcv,Low
.zdat,Low
.zdf,Low
.zdl,Low
.zds,Low
.zed,Low
.zenfashionsavedgame,Low
.zfg,Low
.zfo,Low
.zfp,Low
.zfs,Low
.zfsendtotarget,Very High
.zft,Low
.zf~~~,Low
.zgk,Low
.zgr,Low
.zgz,Low
.zhtml,Low
.zib,Low
.zic,Low
.zim,Low
.zimaa,Low
.zip,Very High
.zip%26dl_type,Low
.zipenx,Low
.zipfs,Low
.zipx,Very High
.ziso,Low
.zi_,Low
.zkn,Low
.zky,Low
.zl0,Low
.zl1,Low
.zl2,Low
.zl3,Low
.zl4,Low
.zl5,Low
.zl6,Low
.zl7,Low
.zl8,Low
.zl9,Low
.zla,Low
.zlb,Low
.zlc,Low
.zld,Low
.zle,Low
.zlf,Low
.zlg,Low
.zlh,Low
.zli,Low
.zlib,Low
.zlj,Low
.zlk,Low
.zll,Low
.zlm,Low
.zln,Low
.zlo,Low
.zlp,Low
.zlq,Low
.zlr,Low
.zls,Low
.zlt,Low
.zlu,Low
.zlv,Low
.zlw,Low
.zlx,Low
.zly,Low
.zlz,Low
.zm0,Low
.zm1,Low
.zm2,Low
.zm3,Low
.zm4,Low
.zm5,Low
.zm6,Low
.zm7,Low
.zm8,Low
.zm9,Low
.zma,Low
.zmb,Low
.zmc,Low
.zmd,Low
.zme,Low
.zmo,Low
.zmp,Low
.zmt,Low
.zmv,Low
.znm,Low
.zns,Low
.zoc,Low
.zocini,Low
.zodiactowersavedgame,Low
.zon,Low
.zone,Low
.zoo,High
.zoom,Medium
.zoommtg,Medium
.zoomrc,Low
.zpaq,Low
.zpic,Low
.zpl,Very High
.zpr,Low
.zprj,Low
.zps,Low
.zpweb,Low
.zrx,Low
.zs*,Low
.zsav,Low
.zsc,Low
.zsd,Low
.zsh,Low
.zsj,Low
.zsk,Low
.zsl,Low
.zso,Low
.zst,Low
.zt6,Low
.ztb,Low
.ztd,Low
.ztl,Low
.ztm,Low
.ztn,Low
.ztp,Low
.ztr,Low
.zud,Low
.zulu,Low
.zulugemssavedgame,Low
.zumasavedgame,Low
.zup,Low
.zvt,Low
.zwdsp,Low
.zws,Low
.zx00,Low
.zx01,Low
.zx02,Low
.zx03,Low
.zx04,Low
.zx05,Low
.zx06,Low
.zx07,Low
.zx08,Low
.zx09,Low
.zx10,Low
.zx11,Low
.zx12,Low
.zx13,Low
.zx14,Low
.zx15,Low
.zx16,Low
.zx17,Low
.zx18,Low
.zx19,Low
.zx20,Low
.zx21,Low
.zx22,Low
.zx23,Low
.zx24,Low
.zx25,Low
.zx26,Low
.zx27,Low
.zx28,Low
.zx29,Low
.zx30,Low
.zx31,Low
.zx32,Low
.zx33,Low
.zx34,Low
.zx35,Low
.zx36,Low
.zx37,Low
.zx38,Low
.zx39,Low
.zx40,Low
.zx41,Low
.zx42,Low
.zx43,Low
.zx44,Low
.zx45,Low
.zx46,Low
.zx47,Low
.zx48,Low
.zx49,Low
.zx50,Low
.zx51,Low
.zx52,Low
.zx53,Low
.zx54,Low
.zx55,Low
.zx56,Low
.zx57,Low
.zx58,Low
.zx59,Low
.zx60,Low
.zx61,Low
.zx62,Low
.zx63,Low
.zx64,Low
.zx65,Low
.zx66,Low
.zx67,Low
.zx68,Low
.zx69,Low
.zx70,Low
.zx71,Low
.zx72,Low
.zx73,Low
.zx74,Low
.zx75,Low
.zx76,Low
.zx77,Low
.zx78,Low
.zx79,Low
.zx80,Low
.zx81,Low
.zx82,Low
.zx83,Low
.zx84,Low
.zx85,Low
.zx86,Low
.zx87,Low
.zx88,Low
.zx89,Low
.zx90,Low
.zx91,Low
.zx92,Low
.zx93,Low
.zx94,Low
.zx95,Low
.zx96,Low
.zx97,Low
.zx98,Low
.zx99,Low
.zxb,Low
.zxe,Low
.zxm,Low
.zxp,Very High
.zxt,Low
.zyp,Low
.zzedsavedgame,Low
.zzz,Low
.zzzsendtopkziparchive,Low
.,Low
.!mv,Low
.!ut,Low
.!win_font,Low
.$$$,High
.$a,Medium
.$as,Low
.$c,Low
.$cp,Low
.$cr,Low
.$cx,Low
.-5_kingfisher-models-23-01-14-1-showbi,Low
..9,Low
..gbc,Low
..gbt,Low
..ptg,Low
./,Low
0,Low
.0&uhash=5b6a170d4f96bdc2664e9bd0d63b7d44,Low
0,Low
0.001,Very High
0.002,Medium
0.003,Low
0.004,Low
0.005,Low
0.006,Low
0.007,Low
0.008,Low
0.009,Low
0.01,Low
0.01,Low
0.011,Low
0.012,Low
0.013,Low
0.014,Low
0.015,Low
0.016,Low
0.017,Low
0.018,Low
0.019,Low
0.02,Low
0.02,Low
0.021,Low
0.022,Low
0.023,Low
0.024,Low
0.025,Low
0.026,Low
0.027,Low
0.028,Low
0.029,Low
0.03,Low
0.03,Low
0.031,Low
0.032,Medium
0.033,Low
0.034,Low
0.035,Low
0.036,Low
0.037,Low
0.038,Low
0.039,Low
0.04,Low
0.04,Low
0.041,Low
0.042,Low
0.043,Low
0.044,Low
0.045,Low
0.046,Low
0.047,Low
0.048,Low
0.049,Low
0.05,Low
0.05,Low
0.051,Low
0.052,Low
0.053,Low
0.054,Low
0.055,Low
0.056,Low
0.057,Low
0.058,Low
0.059,Low
0.06,Low
0.06,Low
0.061,Low
0.062,Low
0.063,Low
0.064,Low
0.065,Low
0.066,Low
0.067,Low
0.068,Low
0.069,Low
0.07,Low
0.07,Low
0.071,Low
0.072,Low
0.073,Low
0.074,Low
0.075,Low
0.076,Low
0.077,Low
0.078,Low
0.079,Low
0.08,Low
0.08,Low
0.081,Low
0.082,Low
0.083,Low
0.084,Low
0.085,Low
0.086,Low
0.087,Low
0.088,Low
0.089,Low
0.09,Low
0.09,Low
0.091,Low
0.092,Low
0.093,Low
0.094,Low
0.095,Low
0.096,Low
0.097,Low
0.098,Low
0.099,Low
0.1,Low
0.1,Low
0.1,Low
0.101,Low
0.102,Low
0.103,Low
0.104,Low
0.105,Low
0.106,Low
0.107,Low
0.108,Low
0.109,Low
.10t,Low
0.11,Low
0.11,Low
0.111,Low
0.112,Low
0.113,Low
0.114,Low
0.115,Low
0.116,Low
0.117,Low
0.118,Low
0.119,Low
.11t,Low
0.12,Low
0.12,Low
0.121,Low
0.122,Low
0.123,Low
0.124,Low
0.125,Low
.125dc4,Low
0.126,Low
0.127,Low
0.128,Medium
0.129,Low
.12o,Low
0.13,Low
0.13,Low
0.131,Low
0.132,Low
0.133,Low
0.134,Low
0.135,Low
0.136,Low
0.137,Low
0.138,Low
0.139,Low
0.14,Low
0.14,Low
0.141,Low
0.142,Low
0.143,Low
0.144,Low
0.145,Low
0.146,Low
0.147,Low
0.148,Low
0.149,Low
0.15,Low
0.15,Low
0.151,Low
0.152,Low
0.153,Low
0.154,Low
0.155,Low
0.156,Low
0.157,Low
0.158,Low
0.159,Low
0.16,Low
0.16,Low
0.161,Low
0.162,Low
0.163,Low
0.164,Low
0.165,Low
0.166,Low
0.167,Low
0.168,Low
0.169,Low
.16kn,Low
0.17,Low
0.17,Low
0.171,Low
0.172,Low
0.173,Low
0.174,Low
0.175,Low
0.176,Low
0.177,Low
0.178,Low
0.179,Low
0.18,Low
0.18,Low
0.181,Low
0.182,Low
0.183,Low
0.184,Low
0.185,Low
0.186,Low
0.187,Low
0.188,Low
0.189,Low
0.19,Low
0.19,Low
0.191,Low
0.192,Low
0.193,Low
0.194,Low
0.195,Low
0.196,Low
0.197,Low
0.198,Low
0.199,Low
.1kn,Low
.1sc,Low
.1st,Low
0.2,Low
0.2,Low
0.2,Low
0.2007,Low
.2009-11-11,Low
0.201,Low
0.202,Low
0.203,Low
0.204,Low
0.205,Low
0.2056,Low
0.206,Low
0.207,Low
0.208,Low
0.209,Low
0.21,Low
0.21,Low
0.211,Low
0.212,Low
0.213,Low
0.214,Low
0.215,Low
0.216,Low
0.217,Low
0.218,Low
0.219,Low
0.22,Low
0.22,Low
0.221,Low
0.222,Low
0.223,Low
0.224,Low
0.225,Low
0.226,Low
0.227,Low
0.228,Low
0.229,Low
0.23,Low
0.23,Low
0.231,Low
0.232,Low
0.2324,Low
0.233,Low
0.2332,Low
0.2336,Low
0.234,Low
0.235,Low
0.2352,Low
0.236,Low
0.2368,Low
0.237,Low
0.238,Low
0.239,Low
0.24,Low
0.24,Low
0.241,Low
0.242,Low
0.243,Low
0.244,Low
0.2448,Low
0.245,Low
0.246,Low
0.247,Low
0.248,Low
0.249,Low
0.25,Low
0.25,Low
0.255,Low
0.256,Low
0.26,Low
0.261,Low
0.263,Low
0.264,Medium
0.265,Low
.26l,Low
0.27,Low
0.28,Low
0.29,Low
.2bp,Medium
.2dx,Low
.2kn,Low
.2sf,Low
.2],Low
0.3,Low
0.3,Low
0.301,Low
0.30655,Low
0.31,Low
0.32,Low
0.323,Very High
.32kn,Low
.32x,Low
0.33,Low
0.34,Low
0.35,Low
0.36,Low
0.37,Low
0.38,Low
0.386,Very High
0.39,Low
.3dd,Low
.3dm,Low
.3dmark-11-result,Low
.3dmark-result,Low
.3do,Low
.3dp,Low
.3dr,Low
.3ds,Very High
.3dt,Low
.3fr,Very High
.3fx,Low
.3g,Low
.3g2,Very High
.3g2p,Low
.3ga,Very High
.3gp,Very High
.3gp2,Very High
.3gpa,Low
.3gpp,Very High
.3gpp2,Low
.3gpv,Low
.3gv,Low
.3ivx,Low
.3mf,Low
.3pg,Low
.3pg2,Low
.3pj,Low
.3ppg,Low
.3ppg2,Low
.3xe,Medium
0.4,Low
0.4,Low
0.41,Low
0.42,Low
0.43,Low
0.44,Low
0.45,Low
0.46,Low
0.47,Low
0.48,Low
0.49,Low
.4bpp,Low
.4bt,Low
.4kn,Low
.4mi,Low
.4pk,Low
.4pl,Low
.4pm,Low
.4ws,Low
.4xm,Low
0.5,Low
0.5,Low
0.51,Low
0.512,Low
.512e,Low
0.52,Low
0.528,Low
0.53,Low
0.54,Low
0.55,Low
0.56,Low
0.57,Low
.57946%25262v%253daddress,Low
0.58,Low
0.59,Low
.5vw,Very High
.5_en_us,Low
0.6,Low
0.6,Low
0.602,Low
0.6023,Low
0.61,Low
0.62,Low
0.6292,Low
0.63,Low
0.64,Low
.64c,Low
.64kn,Low
0.65,Low
0.6553,Low
0.66,Low
0.669,Very High
0.67,Low
0.68,Low
0.69,Low
0.7,Low
0.7,Low
0.71,Low
0.72,Low
0.73,Low
.73?,Low
.73b,Low
.73c,Low
.73d,Low
.73g,Low
.73i,Low
.73k,Low
.73l,Low
.73m,Low
.73n,Low
.73p,Low
.73q,Low
.73s,Low
.73t,Low
.73u,Low
.73v,Low
.73w,Low
.73y,Low
.73z,Low
0.74,Low
0.75,Low
0.76,Low
0.77,Low
0.78,Low
0.79,Low
.7xbex,Low
.7z,Very High
.7zip,Low
0.8,Low
0.8,Low
0.81,Low
0.82,Low
.82?,Low
.82b,Low
.82d,Low
.82g,Low
.82i,Low
.82l,Low
.82m,Low
.82n,Low
.82p,Low
.82t,Low
.82u,Low
.82w,Low
.82y,Low
.82z,Low
0.83,Low
.83?,Low
.83b,Low
.83c,Low
.83d,Low
.83g,Low
.83i,Low
.83l,Low
.83m,Low
.83n,Low
.83p,Low
.83s,Low
.83t,Low
.83v,Low
.83w,Low
.83y,Low
.83z,Low
0.84,Low
0.85,Low
.85?,Low
.85b,Low
.85c,Low
.85d,Low
.85e,Low
.85g,Low
.85i,Low
.85k,Low
.85l,Low
.85m,Low
.85n,Low
.85p,Low
.85r,Low
.85s,Low
.85v,Low
.85w,Low
.85y,Low
.85z,Low
0.86,Low
.86?,Low
.86c,Low
.86d,Low
.86e,Low
.86g,Low
.86i,Low
.86k,Low
.86l,Low
.86m,Low
.86n,Low
.86p,Low
.86r,Low
.86s,Low
.86v,Low
.86w,Low
.86y,Low
.86z,Low
0.87,Low
0.88,Low
0.89,Low
.89?,Low
.89a,Low
.89b,Low
.89c,Low
.89d,Low
.89e,Low
.89f,Low
.89g,Low
.89i,Low
.89k,Low
.89l,Low
.89m,Low
.89n,Low
.89p,Low
.89q,Low
.89r,Low
.89s,Low
.89t,Low
.89u,Low
.89x,Low
.89y,Low
.89z,Low
.8ba,Very High
.8bc,Very High
.8be,Very High
.8bf,Very High
.8bi,Very High
.8bp,Very High
.8bs,Very High
.8bx,Very High
.8by,Very High
.8ca,Low
.8cg,Low
.8ci,Low
.8ck,Low
.8cu,Low
.8ek,Low
.8eu,Low
.8kn,Low
.8li,Very High
.8pu,Low
.8svx,Low
.8x?,Low
.8xb,Low
.8xc,Low
.8xd,Low
.8xg,Low
.8xi,Low
.8xk,Low
.8xl,Low
.8xm,Low
.8xn,Low
.8xp,Low
.8xq,Low
.8xs,Low
.8xt,Low
.8xu,Low
.8xv,Low
.8xw,Low
.8xy,Low
.8xz,Low
0.9,Low
0.9,Low
0.91,Low
0.92,Low
.92?,Low
.92a,Low
.92b,Low
.92c,Low
.92d,Low
.92e,Low
.92f,Low
.92g,Low
.92i,Low
.92k,Low
.92l,Low
.92m,Low
.92n,Low
.92p,Low
.92q,Low
.92r,Low
.92s,Low
.92t,Low
.92u,Low
.92x,Low
.92y,Low
.92z,Low
0.93,Low
0.94,Low
0.95,Low
0.96,Low
0.97,Low
0.98,Low
0.99,Low
0.995,Low
.9x?,Low
.9xa,Low
.9xb,Low
.9xc,Low
.9xd,Low
.9xe,Low
.9xf,Low
.9xg,Low
.9xi,Low
.9xk,Low
.9xl,Low
.9xm,Low
.9xn,Low
.9xp,Low
.9xq,Low
.9xr,Low
.9xs,Low
.9xt,Low
.9xu,Low
.9xx,Low
.9xy,Low
.9xz,Low
.@@@,Low
._,Low
._bk,Low
._bsln140,High
._bsln150,Medium
._docx,Low
._ps,Low
._sln,Very High
._sln100,Very High
._sln110,Very High
._sln120,Very High
._sln140,High
._sln150,Medium
._sln160,Medium
._sln170,Low
._sln60,Very High
._sln70,Very High
._sln71,Very High
._sln80,Very High
._sln90,Very High
._vbxsln100,Very High
._vbxsln110,Very High
._vbxsln80,Very High
._vbxsln90,Very High
._vcppxsln100,Very High
._vcppxsln110,Very High
._vcppxsln80,Very High
